NVS_Training_Object_ID,NVS_Training_Action,NVS_Course_Training_Provider,NVS_Course_Training_Title_x,NVS_Course_Description_x,Description sufficient,Reason if insufficient
11e51ef0-79f6-4a12-9b64-ec02d52075af,Keep,NBS,R2R Academy,"R2R Academy will provide participants with trainings on specific accounting topics and processes, master data and systems, and insight into other areas of FRA Ops. Training sessions will be added periodically",,
11e51ef0-79f6-4a12-9b64-ec02d52075af,Keep,NBS,R2R Academy,"R2R Academy will provide participants with trainings on specific accounting topics and processes, master data and systems, and insight into other areas of FRA Ops. Training sessions will be added periodically",,
6a6dd97c-b78c-49ee-a482-ec114820ab45,Keep,Novartis Learning Institute,Evolve Live,"Join members of the Evolve team for an opportunity to ask questions, share best practice, and learn from the experiences of others. This is an open session to support you and your team on the Evolve journey. We'll cover different topics based on your feedback and suggestions. Come join us!",,
35035dfe-e1d5-487a-8106-ec1925459a82,Keep,Novartis Learning Institute,"Exclusivities, Safety, and Publications","We explain how regulatory exclusivity forms part of our overall strategies and take you through some examples of its optimization and enforcement. You will gain an understanding of the key role of our brand names in ensuring patient safety and protecting Novartis’ reputation, including how we test names and get approval from multiple regulators to obtain a global brand name. We will also explain our role in reviewing Novartis’ scientific publications, as well as the surprising IP issues you may face when trying to use material from such Novartis articles after they have been published.",,
7d275312-7667-44e7-b7bf-ec13b8ba635f,Keep,Global Drug Development,M1 Lead the Way Workshop,"PLEASE
READ You
will not be able to sign up for a F2F event in this section as the workshop
date is pre-defined – see the description of the program. The
F2F workshop is a mandatory part of your M1 Lead the Way journey. Please make
sure to block your calendar for this 3-day-long Event.Training Contact: Services, Learning (Gen) learning.services@novartis.com",,
74e835fd-7ec3-4d87-b1f3-ec225daf04b7,Keep,Global Drug Development,"Collaboration, Courage and Curiosity",A lessons learned and program sharing forum for sharing learnings and expanding your knowledge.,,
35b62c53-b189-433f-a7b5-2b39c3e2e71a,Keep,Novartis Learning Institute,U: Grow – Pod workout,ULE Personal Growth – Pod workout,,
62206d3c-526f-42a7-91d4-2b57ddeae28f,Keep,Novartis Learning Institute,Evolve P&O Enablement Sessions,"Join us to grow your understanding and capabilities on Evolve, our new approach to performance management. P&O play a critical role in guiding and coaching our client teams to grow, contribute and be their best through Evolve. We want to make sure you feel supported and empowered to ""coach"" in your role. In this session, you will have the opportunity to learn from others and ask questions.",yes,
a02e6ad5-6359-44fb-b853-2b5b21d515fd,Keep,Corporate Functions,SpeakUp Refresher training,Refresher your knowledge about the SpeakUp Program and case management system,,
7bc0a877-bd74-4df7-a640-2b7a77bb8e02,Keep,Global Drug Development,CDPM (CLS) V3.0,"The Classroom session Objective is that of explaining the content of the CDPM Template, Roles and responsibilities for the inputs to be provided in the preparation phase of the meeting",,
3a88f64a-9876-4d40-9267-2b83363929d2,Keep,PHARMA,Storytelling,"This experiential, highly interactive workshop shows people why it is important for them to connect emotionally and authentically with their teams and stakeholders through storytelling, a powerful tool that is easy to use when you know how. Explains the concept of storytelling & why humans are hardwired to react powerfully to stories. Explore how communications can be more powerful and have more impact when we integrate stories, helping to build trust and engage our stakeholders and organizations.COURSE FEE / CANCELLATIONS:Your seat in the training will be charged to your Division, not to your individual cost center; Cancellations made within 28 days of the program start date and no-shows will be charged and reported to your Division, regardless of the reason for non-attendance ;If in doubt of your possibility to attend, please unregister before this cancellation period and allow someone else the possibility to register.In the event of a cancellation from your side within 28 days of the program, including not",,
3a88f64a-9876-4d40-9267-2b83363929d2,Keep,PHARMA,Storytelling,"This experiential, highly interactive workshop shows people why it is important for them to connect emotionally and authentically with their teams and stakeholders through storytelling, a powerful tool that is easy to use when you know how. Explains the concept of storytelling & why humans are hardwired to react powerfully to stories. Explore how communications can be more powerful and have more impact when we integrate stories, helping to build trust and engage our stakeholders and organizations.COURSE FEE / CANCELLATIONS:Your seat in the training will be charged to your Division, not to your individual cost center; Cancellations made within 28 days of the program start date and no-shows will be charged and reported to your Division, regardless of the reason for non-attendance ;If in doubt of your possibility to attend, please unregister before this cancellation period and allow someone else the possibility to register.In the event of a cancellation from your side within 28 days of the program, including not",,
3a88f64a-9876-4d40-9267-2b83363929d2,Keep,PHARMA,Storytelling,"This experiential, highly interactive workshop shows people why it is important for them to connect emotionally and authentically with their teams and stakeholders through storytelling, a powerful tool that is easy to use when you know how. Explains the concept of storytelling & why humans are hardwired to react powerfully to stories. Explore how communications can be more powerful and have more impact when we integrate stories, helping to build trust and engage our stakeholders and organizations.COURSE FEE / CANCELLATIONS:Your seat in the training will be charged to your Division, not to your individual cost center; Cancellations made within 28 days of the program start date and no-shows will be charged and reported to your Division, regardless of the reason for non-attendance ;If in doubt of your possibility to attend, please unregister before this cancellation period and allow someone else the possibility to register.In the event of a cancellation from your side within 28 days of the program, including not",,
